dimension del tablero;generaciones;mejor aptitud;evaluaciones;espacio explorado (%);tiempo de ejecución (seg)
17;1932;-0,0;32844;9,23395020617243e-09;5,724146464
17;3386;-0,0;57562;1,6183310247463686e-08;9,923020237
17;606;-0,0;10302;2,8963632634267555e-09;1,799056477
17;2783;-0,0;47311;1,3301285416034093e-08;8,204273893
17;10000;-1,0;170000;4,7794773323873856e-08;29,341071187
17;1737;-0,0;29529;8,301952126356888e-09;5,133568491
17;6988;-0,0;118796;3,339898759872305e-08;20,56610587
17;10000;-1,0;170000;4,7794773323873856e-08;29,336132825
17;6932;-0,0;117844;3,313133686810935e-08;20,526914134
17;949;-0,0;16133;4,5357239884356285e-09;2,814612215
17;3607;-0,0;61319;1,72395747379213e-08;10,604555504
17;10000;-1,0;170000;4,7794773323873856e-08;29,384700417
17;2141;-0,0;36397;1,0232860968641391e-08;6,349627013
17;5232;-0,0;88944;2,50062254030508e-08;15,413518969
18;1999;-0,0;35982;5,620103051436696e-10;2,599007613
18;706;-0,0;12708;1,9848888215679376e-10;0,909367468
18;9177;-0,0;165186;2,5800743223128842e-09;11,874416213
18;1522;-0,0;27396;4,2790379411138824e-10;2,003075261
18;6123;-0,0;110214;1,7214552768357625e-09;7,897623305
18;1640;-0,0;29520;4,610789897126654e-10;2,122353583
18;3125;-0,0;56250;8,785803919829752e-10;4,037737966
18;9987;-0,0;179766;2,8078023599148715e-09;12,873780414
18;10000;-1,0;180000;2,8114572543455206e-09;12,903851621
18;1746;-0,0;31428;4,908804366087279e-10;2,259254241
18;10000;-1,0;180000;2,8114572543455206e-09;13,077357323
18;5970;-0,0;107460;1,678439980844276e-09;7,920704771
18;10000;-1,0;180000;2,8114572543455206e-09;12,941640098
18;4561;-0,0;82098;1,282305653706992e-09;5,875400573
18;10000;-1,0;180000;2,8114572543455206e-09;12,883973201
18;168;-0,0;3024;4,723248187300475e-11;0,219461968
18;2248;-0,0;40464;6,320155907768731e-10;2,909232037
18;1419;-0,0;25542;3,989457843916294e-10;1,853012478
18;1222;-0,0;21996;3,4356007648102266e-10;1,593186568
18;10000;-1,0;180000;2,8114572543455206e-09;12,959521605
19;6362;-0,0;120878;9,936939473414557e-11;9,643565229
19;4739;-0,0;90041;7,401942182413013e-11;7,155466012
19;8614;-0,0;163666;1,3454384882740176e-10;12,928101805
19;10000;-1,0;190000;1,5619206968586226e-10;14,952954008
19;6035;-0,0;114665;9,426191405541788e-11;9,077411809
19;10000;-1,0;190000;1,5619206968586226e-10;15,028368055
19;10000;-1,0;190000;1,5619206968586226e-10;15,009158155
19;10000;-1,0;190000;1,5619206968586226e-10;14,993415284
19;2446;-0,0;46474;3,820458024516191e-11;3,695862697
19;10000;-1,0;190000;1,5619206968586226e-10;15,12860471
19;517;-0,0;9823;8,07513000275908e-12;0,778760017
19;8634;-0,0;164046;1,3485623296677348e-10;12,961857347
19;10000;-1,0;190000;1,5619206968586226e-10;15,046229241
19;986;-0,0;18734;1,540053807102602e-11;1,485109859
19;7196;-0,0;136724;1,1239581334594649e-10;10,935172427
19;3246;-0,0;61674;5,0699945820030894e-11;4,881259088
19;1445;-0,0;27455;2,2569754069607096e-11;2,176111743
19;4014;-0,0;76266;6,269549677190511e-11;6,037771877
19;956;-0,0;18164;1,493196186196843e-11;1,440458309
19;10000;-1,0;190000;1,5619206968586226e-10;15,055095194
20;5100;-0,0;102000;4,192523975778408e-12;8,878657534
20;10000;-1,0;200000;8,22063524662433e-12;17,353659501
20;5980;-0,0;119600;4,915939877481349e-12;10,521579816
20;4632;-0,0;92640;3,807798246236389e-12;8,086611875
20;8004;-0,0;160080;6,579796451398113e-12;14,10785106
20;2363;-0,0;47260;1,942536108777329e-12;4,160938367
20;6206;-0,0;124120;5,101726234055059e-12;10,81367236
20;10000;-1,0;200000;8,22063524662433e-12;17,426770382
20;4984;-0,0;99680;4,097164606917566e-12;8,664913313
20;10000;-1,0;200000;8,22063524662433e-12;17,667876336
20;1183;-0,0;23660;9,725011496756582e-13;2,061625175
20;885;-0,0;17700;7,275262193262531e-13;1,541263202
20;10000;-1,0;200000;8,22063524662433e-12;17,37795763
20;10000;-1,0;200000;8,22063524662433e-12;17,429049243
20;10000;-1,0;200000;8,22063524662433e-12;17,46330313
20;10000;-1,0;200000;8,22063524662433e-12;17,410799504
20;6595;-0,0;131900;5,421508945148746e-12;11,497899875
20;2187;-0,0;43740;1,7978529284367409e-12;3,803466722
20;4494;-0,0;89880;3,694353479832974e-12;7,843529877
20;10000;-1,0;200000;8,22063524662433e-12;17,445138193
21;1637;-0,0;34377;6,728589949362014e-14;3,304612326
21;3206;-0,0;67326;1,31776783003388e-13;6,481553529
21;852;-0,0;17892;3,5019906150619645e-14;1,724758266
21;1699;-0,0;35679;6,983429642007368e-14;3,407191995
21;10000;-1,0;210000;4,110317623312165e-13;20,038267051
21;3958;-0,0;83118;1,6268637153069547e-13;7,968483683
21;9053;-0,0;190113;3,721070544384503e-13;18,237940073
21;10000;-1,0;210000;4,110317623312165e-13;20,011374767
21;10000;-1,0;210000;4,110317623312165e-13;20,038958884
21;6171;-0,0;129591;2,536477005345937e-13;12,418534184
21;8511;-0,0;178731;3,4982913292009834e-13;17,030482807
21;10000;-1,0;210000;4,110317623312165e-13;20,012953165
21;3843;-0,0;80703;1,5795950626388648e-13;7,922886063
21;10000;-1,0;210000;4,110317623312165e-13;20,05322733
21;9154;-0,0;192234;3,7625847523799556e-13;18,307361698
21;6031;-0,0;126651;2,4789325586195665e-13;12,073276474
21;10000;-1,0;210000;4,110317623312165e-13;20,066733382
21;2275;-0,0;47775;9,350972593035174e-14;4,566281557
21;10000;-1,0;210000;4,110317623312165e-13;20,039157063
21;1815;-0,0;38115;7,460226486311579e-14;3,699006458
22;2994;-0,0;65868;5,860138554379343e-15;6,897785882
22;4191;-0,0;92202;8,203019599667277e-15;9,557731576
22;10000;-1,0;220000;1,9572941063391262e-14;22,847250222
22;4070;-0,0;89540;7,966187012800243e-15;9,361390517
22;10000;-1,0;220000;1,9572941063391262e-14;22,912081328
22;10000;-1,0;220000;1,9572941063391262e-14;23,392455799
22;639;-0,0;14058;1,2507109339507016e-15;1,470724949
22;5613;-0,0;123486;1,0986291818881515e-14;12,845917459
22;699;-0,0;15378;1,3681485803310492e-15;1,616511499
22;10000;-1,0;220000;1,9572941063391262e-14;22,962953943
22;10000;-1,0;220000;1,9572941063391262e-14;22,97372213
22;10000;-1,0;220000;1,9572941063391262e-14;23,510061932
22;7009;-0,0;154198;1,3718674391330935e-14;16,59065645
22;10000;-1,0;220000;1,9572941063391262e-14;26,028524801
22;2489;-0,0;54758;4,871705030678085e-15;8,273185912
22;5498;-0,0;120956;1,0761202996652515e-14;17,534418946
22;7691;-0,0;169202;1,505354897185422e-14;28,180252651
22;7447;-0,0;163834;1,457596920990747e-14;19,86157555
22;10000;-1,0;220000;1,9572941063391262e-14;36,583995305
22;10000;-1,0;220000;1,9572941063391262e-14;34,854105515
23;10000;-1,0;230000;8,896791392450572e-16;39,556775932
23;10000;-1,0;230000;8,896791392450572e-16;34,61601487
23;10000;-1,0;230000;8,896791392450572e-16;32,282622651
23;10000;-1,0;230000;8,896791392450572e-16;30,794097534
23;10000;-1,0;230000;8,896791392450572e-16;30,521661711
23;10000;-1,0;230000;8,896791392450572e-16;30,372804626
23;3639;-0,0;83697;3,2375423877127633e-16;11,135593685
23;10000;-1,0;230000;8,896791392450572e-16;30,212910314
23;10000;-1,0;230000;8,896791392450572e-16;30,285141784
23;8987;-0,0;206701;7,99554642439533e-16;27,509174114
23;10000;-1,0;230000;8,896791392450572e-16;35,469969412
23;10000;-1,0;230000;8,896791392450572e-16;37,266807381
23;10000;-1,0;230000;8,896791392450572e-16;34,407225208
23;5947;-0,0;136781;5,290921841090355e-16;19,95183573
23;9922;-0,0;228206;8,827396419589458e-16;33,848557055
23;5392;-0,0;124016;4,797149918809348e-16;18,093369459
23;2423;-0,0;55729;2,1556925543907737e-16;8,312602919
23;5641;-0,0;129743;5,018680024481368e-16;19,808315115
23;10000;-1,0;230000;8,896791392450572e-16;33,548806473
23;10000;-1,0;230000;8,896791392450572e-16;33,52440469
24;7119;-0,0;170856;2,7537503444719842e-17;23,56956858
24;10000;-1,0;240000;3,8681701706306843e-17;33,397535113
24;9964;-0,0;239136;3,854244758016414e-17;32,952289268
24;10000;-1,0;240000;3,8681701706306843e-17;33,189296286
24;10000;-1,0;240000;3,8681701706306843e-17;32,831693899
24;5763;-0,0;138312;2,2292264693344633e-17;19,187216675
24;10000;-1,0;240000;3,8681701706306843e-17;33,046677501
24;1937;-0,0;46488;7,492645620511635e-18;6,441921557
24;10000;-1,0;240000;3,8681701706306843e-17;32,895970487
24;10000;-1,0;240000;3,8681701706306843e-17;32,6561708
24;9332;-0,0;223968;3,6097764032325546e-17;30,800149334
24;6590;-0,0;158160;2,5491241424456208e-17;21,771458984
24;7684;-0,0;184416;2,972301959112618e-17;25,371739363
24;3088;-0,0;74112;1,1944909486907552e-17;10,135854859
24;10000;-1,0;240000;3,8681701706306843e-17;33,121345572
24;10000;-1,0;240000;3,8681701706306843e-17;33,215422654
24;10000;-1,0;240000;3,8681701706306843e-17;32,744577793
24;10000;-1,0;240000;3,8681701706306843e-17;32,740047533
24;7322;-0,0;175728;2,832274198935787e-17;24,072869236
24;10000;-1,0;240000;3,8681701706306843e-17;32,941102358
25;10000;-1,0;250000;1,6117375710961184e-18;37,263717251
25;5279;-0,0;131975;8,508362637816409e-19;19,980096121
25;370;-0,0;9250;5,963429013055638e-20;1,403107539
25;994;-0,0;24850;1,6020671456695416e-19;3,71495862
25;10000;-1,0;250000;1,6117375710961184e-18;38,6749068
25;6082;-0,0;152050;9,802587907406592e-19;22,393037938
25;10000;-1,0;250000;1,6117375710961184e-18;41,482784061
25;2135;-0,0;53375;3,4410597142902126e-19;8,229233857
25;2334;-0,0;58350;3,76179549093834e-19;8,858011987
25;10000;-1,0;250000;1,6117375710961184e-18;40,79606544
25;10000;-1,0;250000;1,6117375710961184e-18;34,360821251
25;10000;-1,0;250000;1,6117375710961184e-18;37,018178306
25;10000;-1,0;250000;1,6117375710961184e-18;38,104424672
25;3868;-0,0;96700;6,234200924999786e-19;14,790442198
25;3078;-0,0;76950;4,960928243833852e-19;11,920702766
25;9523;-0,0;238075;1,5348576889548336e-18;37,385759469
25;9936;-0,0;248400;1,6014224506411032e-18;41,195037742
25;9575;-0,0;239375;1,5432387243245333e-18;39,054659711
25;10000;-1,0;250000;1,6117375710961184e-18;39,435912205
25;10000;-1,0;250000;1,6117375710961184e-18;37,583457693

