dimension del tablero,generaciones,mejor aptitud,evaluaciones,espacio explorado (%),tiempo de ejecución (seg)
13;193;-0,0;2499;4,013155054821722e-05;0,387092239
13;524;-0,0;6802;0,00010923361617806062;1,035930292
13;262;-0,0;3396;5,45365128698462e-05;0,51882773
13;215;-0,0;2785;4,4724437085548196e-05;0,425565739
13;519;-0,0;6736;0,0001081737192848304;1,04976746
13;113;-0,0;1458;2,3414085914085914e-05;0,225489134
13;209;-0,0;2707;4,3471831666276114e-05;0,417974069
13;458;-0,0;5943;9,543889752223086e-05;0,909291802
13;2163;-0,0;28108;0,00045138760416538193;4,182225723
13;183;-0,0;2369;3,80438748494304e-05;0,371507558
13;515;-0,0;6685;0,00010735470804915249;1,033668891
13;475;-0,0;6164;9,898794621016844e-05;0,936743443
13;402;-0,0;5216;8,376397265286154e-05;0,796969377
13;1063;-0,0;13809;0,00022175933634266967;2,069596675
13;233;-0,0;3018;4,846619429952763e-05;0,466095345
13;143;-0,0;1849;2,9693172054283166e-05;0,284941666
13;303;-0,0;3928;6,30799241910353e-05;0,595609755
13;435;-0,0;5644;9,063724341502119e-05;0,85864737
13;290;-0,0;3759;6,0365945782612447e-05;0,572217583
13;781;-0,0;10143;0,00016288688163688164;1,522330904
