dimension del tablero;generaciones;mejor aptitud;evaluaciones;espacio explorado (%);tiempo de ejecución (seg)
12;111;-0,0;1322;0,0002759907273796163;0,182302068
12;809;-0,0;9699;0,0020248366602533267;1,306567244
12;142;-0,0;1695;0,0003538610309443643;0,234625816
12;984;-0,0;11799;0,002463248556998557;1,583086107
12;257;-0,0;3074;0,0006417515098070654;0,419905217
12;662;-0,0;7935;0,0016565706669873336;1,080221898
12;229;-0,0;2739;0,0005718143738977072;0,378413548
12;149;-0,0;1778;0,0003711887392442948;0,243742351
12;393;-0,0;4706;0,0009824601838490728;0,651235125
12;51;-0,0;603;0,00012588684463684464;0,085166248
12;69;-0,0;819;0,00017098063973063974;0,114126229
12;1189;-0,0;14259;0,002976816778900112;1,911241983
12;347;-0,0;4155;0,0008674292528459195;0,571234148
12;87;-0,0;1035;0,00021607443482443483;0,143839439
12;517;-0,0;6194;0,0012931063278285501;0,842991888
12;95;-0,0;1131;0,0002361161215327882;0,157272987
12;173;-0,0;2067;0,0004315225669392336;0,283180857
12;495;-0,0;5931;0,001238200456950457;0,811007222
12;1699;-0,0;20378;0,004254265538987761;2,718930964
12;430;-0,0;5151;0,0010753617524450858;0,705363207
